name_korean,name_english,aroma
"샤토 생 미셸, 컬럼비아 밸리 리슬링","Chateau Ste. Michelle, Columbia Valley Riesling",복숭아
샤또 딸보,Chateau Talbot,허브
샤또 딸보,Chateau Talbot,블랙체리
샤또 딸보,Chateau Talbot,꽃
샤또 딸보,Chateau Talbot,블랙베리
샤또 딸보,Chateau Talbot,흙
샤또 딸보,Chateau Talbot,자두
샤또 딸보,Chateau Talbot,블랙커런트
샤또 딸보,Chateau Talbot,오크
샤또 발란드로,Chateau Valandraud,블랙베리
샤또 발란드로,Chateau Valandraud,미네랄
샤또 발란드로,Chateau Valandraud,블루베리
샤또 발란드로,Chateau Valandraud,바닐라
샤또 발란드로,Chateau Valandraud,제비꽃
샤또 발란드로,Chateau Valandraud,초콜릿
샤또 발란드로,Chateau Valandraud,오크
샤또 발란드로,Chateau Valandraud,타바코
"치아봇 베르통, 바롤로 1961","Ciabot Berton, Barolo 1961",미네랄
"치아봇 베르통, 바롤로 1961","Ciabot Berton, Barolo 1961",장미
"치아봇 베르통, 바롤로 라 모라","Ciabot Berton, Barolo La Morra",딸기
"치아봇 베르통, 바롤로 라 모라","Ciabot Berton, Barolo La Morra",무화과
"치아봇 베르통, 바롤로 로케테비노","Ciabot Berton, Barolo Rocchettevino",허브
"클리프 레이디, 펠 샤도네이","Cliff Lede, Fel Chardonnay",꽃
"클리프 레이디, 펠 샤도네이","Cliff Lede, Fel Chardonnay",부싯돌
"클리프 레이디, 펠 샤도네이","Cliff Lede, Fel Chardonnay",멜론
"클리프 레이디, 펠 샤도네이","Cliff Lede, Fel Chardonnay",배
"클리프 레이디, 펠 샤도네이","Cliff Lede, Fel Chardonnay",오크
"폴 케브라다 드 마쿨, 페냐롤렌 테즈","Clos Quebrada de Macul, Penalolen Tez",자두
"폴 케브라다 드 마쿨, 페냐롤렌 테즈","Clos Quebrada de Macul, Penalolen Tez",허브
"폴 케브라다 드 마쿨, 페냐롤렌 테즈","Clos Quebrada de Macul, Penalolen Tez",민트
"폴 케브라다 드 마쿨, 페냐롤렌 테즈","Clos Quebrada de Macul, Penalolen Tez",말린허브
"폴 케브라다 드 마쿨, 페냐롤렌 테즈","Clos Quebrada de Macul, Penalolen Tez",라스베리
"폴 케브라다 드 마쿨, 페냐롤렌 테즈","Clos Quebrada de Macul, Penalolen Tez",커피
"폴 케브라다 드 마쿨, 페냐롤렌 테즈","Clos Quebrada de Macul, Penalolen Tez",바닐라
"폴 케브라다 드 마쿨, 페냐롤렌 테즈","Clos Quebrada de Macul, Penalolen Tez",삼나무
"폴 케브라다 드 마쿨, 페냐롤렌 테즈","Clos Quebrada de Macul, Penalolen Tez",블랙커런트
"콜도르치아, 올마이아 산탄티모 까베르네","Col d'Orcia, Olmaia Sant'antimo Cabernet",꽃
"콜도르치아, 올마이아 산탄티모 까베르네","Col d'Orcia, Olmaia Sant'antimo Cabernet",오크
"콜레프리지오, 아파시멘토","Collefrisio, Appassimento",초콜릿
"콜레프리지오, 아파시멘토","Collefrisio, Appassimento",자두
"콜레프리지오, 칸프란토","Collefrisio, Confronto",석류
"콜레프리지오, 칸프란토","Collefrisio, Confronto",정향
"콜레프리지오, 인 앤 아웃","Collefrisio, In & Out",딸기
"콜레프리지오, 인 앤 아웃","Collefrisio, In & Out",석류
"콜레프리지오, 세미스","Collefrisio, Semis",정향
"콜레프리지오, 세미스","Collefrisio, Semis",석류
"콘트라또, 밀레시마토 엑스트라 브뤼","Contratto, Millesimato Extra Brut",민트
"콘트라또, 밀레시마토 엑스트라 브뤼","Contratto, Millesimato Extra Brut",부싯돌
"콘트라또, 밀레시마토 엑스트라 브뤼","Contratto, Millesimato Extra Brut",감귤
코넌드럼 화이트,Conundrum White,레몬
코넌드럼 화이트,Conundrum White,꽃
코넌드럼 화이트,Conundrum White,열대과일
코넌드럼 화이트,Conundrum White,오크
컬트 카베르네 소비뇽,Cult Cabernet Sauvignon,가죽
컬트 카베르네 소비뇽,Cult Cabernet Sauvignon,민트
컬트 카베르네 소비뇽,Cult Cabernet Sauvignon,리치
"달 포르노 로마노, 아마로네 델라 발포리첼라","Dal Forno Romano, Amarone della Valpolicella",흙
"달 포르노 로마노, 아마로네 델라 발포리첼라","Dal Forno Romano, Amarone della Valpolicella",블랙베리
"달 포르노 로마노, 아마로네 델라 발포리첼라","Dal Forno Romano, Amarone della Valpolicella",초콜릿
"달 포르노 로마노, 아마로네 델라 발포리첼라","Dal Forno Romano, Amarone della Valpolicella",블루베리
"달 포르노 로마노, 아마로네 델라 발포리첼라","Dal Forno Romano, Amarone della Valpolicella",건포도
"달 포르노 로마노, 아마로네 델라 발포리첼라","Dal Forno Romano, Amarone della Valpolicella",버섯
"달 포르노 로마노, 아마로네 델라 발포리첼라","Dal Forno Romano, Amarone della Valpolicella",오크
"달 포르노 로마노, 아마로네 델라 발포리첼라","Dal Forno Romano, Amarone della Valpolicella",말린과일
"달 포르노 로마노, 아마로네 델라 발포리첼라","Dal Forno Romano, Amarone della Valpolicella",미네랄
"달 포르노 로마노, 발폴리첼라 수페리오레","Dal Forno Romano, Valpolicella Superiore",블랙베리
"달 포르노 로마노, 발폴리첼라 수페리오레","Dal Forno Romano, Valpolicella Superiore",미네랄
"달 포르노 로마노, 발폴리첼라 수페리오레","Dal Forno Romano, Valpolicella Superiore",버섯
"달 포르노 로마노, 발폴리첼라 수페리오레","Dal Forno Romano, Valpolicella Superiore",블루베리
"달 포르노 로마노, 발폴리첼라 수페리오레","Dal Forno Romano, Valpolicella Superiore",제비꽃
"달 포르노 로마노, 발폴리첼라 수페리오레","Dal Forno Romano, Valpolicella Superiore",말린자두
"달 포르노 로마노, 발폴리첼라 수페리오레","Dal Forno Romano, Valpolicella Superiore",초콜릿
"달 포르노 로마노, 발폴리첼라 수페리오레","Dal Forno Romano, Valpolicella Superiore",타바코
"달 포르노 로마노, 발폴리첼라 수페리오레","Dal Forno Romano, Valpolicella Superiore",가죽
"다나 에스테이트, 바소 카베르네 소비뇽","Dana Estates, Vaso Cabernet Sauvignon",자두
"다나 에스테이트, 바소 카베르네 소비뇽","Dana Estates, Vaso Cabernet Sauvignon",레드커런트
"다나 에스테이트, 바소 카베르네 소비뇽","Dana Estates, Vaso Cabernet Sauvignon",버섯
"다리우스 II, 카베르네 소비뇽","Darius II, Cabernet Sauvignon",커피
"다리우스 II, 카베르네 소비뇽","Darius II, Cabernet Sauvignon",월계수
"다리우스 II, 카베르네 소비뇽","Darius II, Cabernet Sauvignon",블루베리
"드 샹세니, 크레망 드 루아르 브뤼","De Chanceny, Cremant de Loire Brut",꽃
"디코이, 피노누아","Decoy, Pinot Noir",흙
"디코이, 피노누아","Decoy, Pinot Noir",오크
들라스 에르미타주 도멘 데 뚜레뜨,Delas Hermitage Domaine des Tourettes,미네랄
들라스 에르미타주 도멘 데 뚜레뜨,Delas Hermitage Domaine des Tourettes,블루베리
"디오블릿, 조토비치 패밀리 빈야드 피노 누아","Deovlet, Zotovich Family Vineyard Pinot Noir",오렌지
"디오블릿, 조토비치 패밀리 빈야드 피노 누아","Deovlet, Zotovich Family Vineyard Pinot Noir",민트
"디오블릿, 조토비치 패밀리 빈야드 피노 누아","Deovlet, Zotovich Family Vineyard Pinot Noir",석류
"도츠, 윌리엄 도츠","Deutz, William Deutz",체리
"도츠, 윌리엄 도츠","Deutz, William Deutz",아몬드
드보 뀌베 디,Devaux Cuvee D,토스트
드보 뀌베 디,Devaux Cuvee D,바닐라
드보 뀌베 디,Devaux Cuvee D,꽃
"디왈드 와인, 리드 아이젠훝 리슬링","Diwald Wine, Ried Eisenhut 1OTW Riesling",미네랄
"디왈드 와인, 리드 아이젠훝 리슬링","Diwald Wine, Ried Eisenhut 1OTW Riesling",꽃
"디왈드 와인, 리드 아이젠훝 리슬링","Diwald Wine, Ried Eisenhut 1OTW Riesling",허브
"디왈드 와인, 리드 아이젠훝 리슬링","Diwald Wine, Ried Eisenhut 1OTW Riesling",청사과
"디왈드 와인, 리드 아이젠훝 리슬링","Diwald Wine, Ried Eisenhut 1OTW Riesling",흰꽃
"디왈드 와인, 리드 아이젠훝 리슬링","Diwald Wine, Ried Eisenhut 1OTW Riesling",부싯돌
"디왈드 와인, 리드 아이젠훝 리슬링","Diwald Wine, Ried Eisenhut 1OTW Riesling",사과
"디왈드 와인, 리드 아이젠훝 리슬링","Diwald Wine, Ried Eisenhut 1OTW Riesling",시트러스
"돔 꾸드론, 슈블리미티","Dom Caudron, Sublimite",크림
"돔 꾸드론, 슈블리미티","Dom Caudron, Sublimite",배
"돔 꾸드론, 슈블리미티","Dom Caudron, Sublimite",아몬드
"도멘 앤더슨 에스테이트, 샤르도네 앤더슨 밸리","Domaine Anderson Estate, Chardonnay Anderson Valley",미네랄
"도멘 앤더슨 에스테이트, 샤르도네 앤더슨 밸리","Domaine Anderson Estate, Chardonnay Anderson Valley",꽃
"도멘 앤더슨 에스테이트, 샤르도네 앤더슨 밸리","Domaine Anderson Estate, Chardonnay Anderson Valley",석류
"도멘 앤더슨 에스테이트, 샤르도네 앤더슨 밸리","Domaine Anderson Estate, Chardonnay Anderson Valley",사과
"도멘 앤더슨 에스테이트, 샤르도네 앤더슨 밸리","Domaine Anderson Estate, Chardonnay Anderson Valley",버터
"도멘 앤더슨 에스테이트, 샤르도네 앤더슨 밸리","Domaine Anderson Estate, Chardonnay Anderson Valley",아몬드
"도멘 앤더슨 에스테이트, 샤르도네 앤더슨 밸리","Domaine Anderson Estate, Chardonnay Anderson Valley",배
"도멘 앤더슨 에스테이트, 샤르도네 앤더슨 밸리","Domaine Anderson Estate, Chardonnay Anderson Valley",감귤
"도멘 앤더슨 에스테이트, 샤르도네 앤더슨 밸리","Domaine Anderson Estate, Chardonnay Anderson Valley",살구
"도멘 앤더슨 에스테이트, 샤르도네 앤더슨 밸리","Domaine Anderson Estate, Chardonnay Anderson Valley",토스트
"도멘 앤더슨 에스테이트, 샤르도네 앤더슨 밸리","Domaine Anderson Estate, Chardonnay Anderson Valley",레몬
"도멘 앤더슨 에스테이트, 샤르도네 앤더슨 밸리","Domaine Anderson Estate, Chardonnay Anderson Valley",오크
"도멘 앤더슨 에스테이트, 피노 누아 앤더슨 밸리","Domaine Anderson, Estate Pinot Noir Anderson Valley",체리
"도멘 앤더슨 에스테이트, 피노 누아 앤더슨 밸리","Domaine Anderson, Estate Pinot Noir Anderson Valley",허브
"도멘 앤더슨 에스테이트, 피노 누아 앤더슨 밸리","Domaine Anderson, Estate Pinot Noir Anderson Valley",석류
"도멘 앤더슨 에스테이트, 피노 누아 앤더슨 밸리","Domaine Anderson, Estate Pinot Noir Anderson Valley",딸기
"도멘 앤더슨 에스테이트, 피노 누아 앤더슨 밸리","Domaine Anderson, Estate Pinot Noir Anderson Valley",크랜베리
"도멘 앤더슨 에스테이트, 피노 누아 앤더슨 밸리","Domaine Anderson, Estate Pinot Noir Anderson Valley",삼나무
"도멘 앤더슨 에스테이트, 피노 누아 앤더슨 밸리","Domaine Anderson, Estate Pinot Noir Anderson Valley",홍차
"도멘 앤더슨 에스테이트, 피노 누아 앤더슨 밸리","Domaine Anderson, Estate Pinot Noir Anderson Valley",오크
"도멘 앤더슨 에스테이트, 피노 누아 앤더슨 밸리","Domaine Anderson, Estate Pinot Noir Anderson Valley",낙엽
"도멘 앤더슨 에스테이트, 피노 누아 앤더슨 밸리","Domaine Anderson, Estate Pinot Noir Anderson Valley",라스베리
"도멘 앤더슨 에스테이트, 피노 누아 앤더슨 밸리","Domaine Anderson, Estate Pinot Noir Anderson Valley",시트러스
"도멘 앙또넹 기용, 뫼르소 샤르므 프르미에 크뤼 '레 샤름 드쉬'","Domaine Antonin Guyon, Meursault Charmes 1er Cru 'Les Charmes Dessus'",꿀
"도멘 앙또넹 기용, 뫼르소 샤르므 프르미에 크뤼 '레 샤름 드쉬'","Domaine Antonin Guyon, Meursault Charmes 1er Cru 'Les Charmes Dessus'",배
"도멘 생 미셸, 브뤼","Domaine Ste. Michelle, Brut",사과
"도멘 생 미셸, 브뤼","Domaine Ste. Michelle, Brut",감귤
"도멘 생 미셸, 브뤼","Domaine Ste. Michelle, Brut",브리오슈
"된호프, 니더하우저 헤르만숄레 리슬링 슈페트레제","Dönnhoff, Niederhauser Hermannshole Riesling Spatlese",사과
"된호프, 니더하우저 헤르만숄레 리슬링 슈페트레제","Dönnhoff, Niederhauser Hermannshole Riesling Spatlese",꿀
"된호프, 리슬링 파인헤릅","Dönnhoff, Riesling Feinherb",꽃
"두르뜨, 뉘메로 엥 소비뇽 블랑","Dourthe, No.1 Sauvignon Blanc",미네랄
"두르뜨, 뉘메로 엥 소비뇽 블랑","Dourthe, No.1 Sauvignon Blanc",꽃
"듀몰, 하이디 빈야드 샤도네이","DuMOL, Hyde Vineyard Chardonnay",미네랄
"듀몰, 하이디 빈야드 샤도네이","DuMOL, Hyde Vineyard Chardonnay",민트
"듀몰, 하이디 빈야드 샤도네이","DuMOL, Hyde Vineyard Chardonnay",레몬
"듀몰, 웨스터 리치 샤도네이","DuMOL, Wester Reach Chardonnay Russian River Valley",리치
"듀몰, 웨스터 리치 샤도네이","DuMOL, Wester Reach Chardonnay Russian River Valley",시트러스
"듀몰, 웨스터 리치 샤도네이","DuMOL, Wester Reach Chardonnay Russian River Valley",백도
"듀몰, 웨스터 리치 샤도네이","DuMOL, Wester Reach Chardonnay Russian River Valley",오크
"듀몰, 웨스터 리치 샤도네이","DuMOL, Wester Reach Chardonnay Russian River Valley",생강
"듀몰, 웨스터 리치 샤도네이","DuMOL, Wester Reach Chardonnay Russian River Valley",헤이즐넛
"듀몰, 웨스터 리치 샤도네이","DuMOL, Wester Reach Chardonnay Russian River Valley",미네랄
"듀몰, 웨스터 리치 피노 누아","DuMOL, Wester Reach Pinot Noir",체리
"듀몰, 웨스터 리치 피노 누아","DuMOL, Wester Reach Pinot Noir",오렌지
"듀몰, 웨스터 리치 피노 누아","DuMOL, Wester Reach Pinot Noir",리치
"듀몰, 웨스터 리치 피노 누아","DuMOL, Wester Reach Pinot Noir",홍차
"에라스, 오리건 피노 누아","Erath, Oregon Pinot Noir",블랙베리
에토스 리저브 까베르네 소비뇽,Ethos Reserve Cabernet Sauvignon,바닐라
에토스 리저브 까베르네 소비뇽,Ethos Reserve Cabernet Sauvignon,초콜릿
"파 니엔테, 나파 밸리 카버네 소비뇽","Far Niente, Napa Valley Cabernet Sauvignon",오크
"파 니엔테, 나파 밸리 카버네 소비뇽","Far Niente, Napa Valley Cabernet Sauvignon",라벤더
"파머스 립, 더 브레이브","Farmer's Leap, The Brave",후추
"파머스 립, 더 브레이브","Farmer's Leap, The Brave",오크
"파머스 립, 더 브레이브","Farmer's Leap, The Brave",허브
"파머스 립, 더 브레이브","Farmer's Leap, The Brave",피망
"파토리아 데이 바르비, 브루넬로 디 몬탈치노 '비냐 델 피오르'","Fattoria dei Barbi, Brunello di Montalcino 'Vigna del Fiore'",허브
페더 카베르네 소비뇽,Feather Cabernet Sauvignon,허브
"핀까 엘 오리엔, 말벡","Finca el Origen, Malbec",체리
"핀까 엘 오리엔, 말벡","Finca el Origen, Malbec",제비꽃
"핀까 엘 오리엔, 말벡","Finca el Origen, Malbec",블랙체리
"핀까 엘 오리엔, 말벡","Finca el Origen, Malbec",오크
"핀까 엘 오리엔, 말벡","Finca el Origen, Malbec",라스베리
"핀까 엘 오리엔, 말벡","Finca el Origen, Malbec",붉은꽃
"핀까 엘 오리엔, 말벡","Finca el Origen, Malbec",타바코
"핀까 엘 오리엔, 레세르바 까베르네 소비뇽","Finca el Origen, Reserva Cabernet Sauvignon",허브
"핀까 엘 오리엔, 레세르바 까베르네 소비뇽","Finca el Origen, Reserva Cabernet Sauvignon",오크
"핀까 엘 오리엔, 레세르바 까베르네 소비뇽","Finca el Origen, Reserva Cabernet Sauvignon",블랙체리
"핀까 엘 오리엔, 레세르바 까베르네 소비뇽","Finca el Origen, Reserva Cabernet Sauvignon",붉은꽃
"핀까 엘 오리엔, 레세르바 까베르네 소비뇽","Finca el Origen, Reserva Cabernet Sauvignon",바닐라
"핀까 엘 오리엔, 레세르바 까베르네 소비뇽","Finca el Origen, Reserva Cabernet Sauvignon",블랙베리
"핀까 엘 오리엔, 레세르바 까베르네 소비뇽","Finca el Origen, Reserva Cabernet Sauvignon",후추
"핀까 엘 오리엔, 레세르바 까베르네 소비뇽","Finca el Origen, Reserva Cabernet Sauvignon",블루베리
"핀까 엘 오리엔, 리세르바 말벡","Finca el Origen, Reserva Malbec",타바코
"핀까 엘 오리엔, 리세르바 말벡","Finca el Origen, Reserva Malbec",라스베리
"핀까 엘 오리엔, 리세르바 말벡","Finca el Origen, Reserva Malbec",레드커런트
"핀까 엘 오리엔, 리세르바 말벡","Finca el Origen, Reserva Malbec",블랙체리
"핀까 엘 오리엔, 리세르바 말벡","Finca el Origen, Reserva Malbec",바닐라
"핀까 엘 오리엔, 리세르바 말벡","Finca el Origen, Reserva Malbec",후추
"핀까 엘 오리엔, 리세르바 말벡","Finca el Origen, Reserva Malbec",체리
"핀까 엘 오리엔, 리세르바 말벡","Finca el Origen, Reserva Malbec",붉은꽃
"프랑소와 크로쉐, 상세르 블랑 에그질","Francois Crochet, Sancerre Blanc Exils",배
"프랑소와 크로쉐, 상세르 블랑 에그질","Francois Crochet, Sancerre Blanc Exils",미네랄
"프랑소와 크로쉐, 상세르 블랑 에그질","Francois Crochet, Sancerre Blanc Exils",감귤
"프랑소와 크로쉐, 상세르 블랑 레 자무레즈","Francois Crochet, Sancerre Blanc Les Amoureuses",레몬
"프랑소와 크로쉐, 상세르 블랑 레 자무레즈","Francois Crochet, Sancerre Blanc Les Amoureuses",사과
"프랑소와 크로쉐, 상세르 블랑 레 자무레즈","Francois Crochet, Sancerre Blanc Les Amoureuses",꽃
"프랑크 패밀리, 나파 밸리 카베르네 소비뇽","Frank Family, Napa Valley Cabernet Sauvignon",정향
"프랑크 패밀리, 진판델 나파 밸리","Frank Family, Zinfandel Napa Valley",리치
"프랑크 패밀리, 진판델 나파 밸리","Frank Family, Zinfandel Napa Valley",블랙베리
"프리먼, 아키코 퀴베 피노누아","Freeman, Akiko's Cuvee Pinot Noir",꽃
"프리먼, 아키코 퀴베 피노누아","Freeman, Akiko's Cuvee Pinot Noir",크랜베리
"프리먼, 아키코 퀴베 피노누아","Freeman, Akiko's Cuvee Pinot Noir",라스베리
"프리먼, 아키코 퀴베 피노누아","Freeman, Akiko's Cuvee Pinot Noir",붉은꽃
"프리먼, 호크힐 샤도네이","Freeman, Hawk Hill Chardonnay",사과
"프리먼, 호크힐 샤도네이","Freeman, Hawk Hill Chardonnay",자몽
"프리먼, 호크힐 샤도네이","Freeman, Hawk Hill Chardonnay",레몬
"프리먼, 호크힐 샤도네이","Freeman, Hawk Hill Chardonnay",복숭아
"프리먼, 호크힐 샤도네이","Freeman, Hawk Hill Chardonnay",아몬드
"프레스코발디, 알리에 로제","Frescobaldi, Alie Rose",장미
"프레스코발디, 알리에 로제","Frescobaldi, Alie Rose",복숭아
"프레스코발디, 카스텔지오콘도 브루넬로 디 몬탈치노","Frescobaldi, Castelgiocondo Brunello di Montalcino",미네랄
"프레스코발디, 카스텔지오콘도 브루넬로 디 몬탈치노","Frescobaldi, Castelgiocondo Brunello di Montalcino",가죽
"프레스코발디, 카스텔지오콘도 브루넬로 디 몬탈치노","Frescobaldi, Castelgiocondo Brunello di Montalcino",오크
"프레스코발디, 카스텔지오콘도 라마이오네","Frescobaldi, Castelgiocondo Lamaione",감초
"프레스코발디, 카스텔지오콘도 라마이오네","Frescobaldi, Castelgiocondo Lamaione",민트
"프레스코발디, 니포짜노 키안티 루피나 몬테소디","Frescobaldi, Nipozzano Chianti Rufina Riserva Montesodi",오크
"프레스코발디, 니포짜노 키안티 루피나 몬테소디","Frescobaldi, Nipozzano Chianti Rufina Riserva Montesodi",꽃
"프레스코발디, 니포짜노 모모레토","Frescobaldi, Nipozzano Mormoreto",자스민
"프레스코발디, 니포짜노 모모레토","Frescobaldi, Nipozzano Mormoreto",블루베리
"프레스코발디, 니포짜노 모모레토","Frescobaldi, Nipozzano Mormoreto",바닐라
"프레스코발디, 테누타 카스틸리오니 지라몬테","Frescobaldi, Tenuta Castiglioni Giramonte",자두
"프레스코발디, 테누타 카스틸리오니 토스카나","Frescobaldi, Tenuta Castiglioni Toscana",배
"가야, 바르바레스코","Gaja, Barbaresco",딸기
"가야, 바르바레스코","Gaja, Barbaresco",오렌지
"가야, 바르바레스코","Gaja, Barbaresco",꽃
"가야, 바르바레스코","Gaja, Barbaresco",석류
"가야, 콘테이사","Gaja, Conteisa",꽃
"가야, 콘테이사","Gaja, Conteisa",감초
"가야, 코스타 루씨","Gaja, Costa Russi",블랙베리
"가야, 로씨 바쓰","Gaja, Rossj Bass",꽃
"가야, 로씨 바쓰","Gaja, Rossj Bass",꿀
"가야, 로씨 바쓰","Gaja, Rossj Bass",감귤
"가야, 소리 틸딘","Gaja, Sori Tildin",토스트
"가야, 소리 틸딘","Gaja, Sori Tildin",삼나무
"가야, 소리 틸딘","Gaja, Sori Tildin",미네랄
"가야, 소리 틸딘","Gaja, Sori Tildin",체리
"자이언트 스텝스, 애플잭빈야드 샤도네이","Giant Steps, Applejack Vineyard Chardonnay",삼나무
"자이언트 스텝스, 애플잭빈야드 샤도네이","Giant Steps, Applejack Vineyard Chardonnay",미네랄
"자이언트 스텝스, 애플잭빈야드 샤도네이","Giant Steps, Applejack Vineyard Chardonnay",아몬드
"자이언트 스텝스, 애플잭빈야드 샤도네이","Giant Steps, Applejack Vineyard Chardonnay",서양배
"자이언트 스텝스, 애플잭빈야드 샤도네이","Giant Steps, Applejack Vineyard Chardonnay",패션프루트
"자이언트 스텝스, 애플잭빈야드 샤도네이","Giant Steps, Applejack Vineyard Chardonnay",오크
"자이언트 스텝스, 애플잭빈야드 샤도네이","Giant Steps, Applejack Vineyard Chardonnay",열대과일
"자이언트 스텝스, 애플잭빈야드 샤도네이","Giant Steps, Applejack Vineyard Chardonnay",배
"자이언트 스텝스, 애플잭빈야드 샤도네이","Giant Steps, Applejack Vineyard Chardonnay",멜론
"자이언트 스텝스, 애플잭빈야드 샤도네이","Giant Steps, Applejack Vineyard Chardonnay",무화과
"자이언트 스텝스, 애플잭빈야드 샤도네이","Giant Steps, Applejack Vineyard Chardonnay",버터
"자이언트 스텝스, 애플잭빈야드 샤도네이","Giant Steps, Applejack Vineyard Chardonnay",파인애플
"자이언트 스텝스, 애플잭빈야드 샤도네이","Giant Steps, Applejack Vineyard Chardonnay",헤이즐넛
"자이언트 스텝스, 섹스톤 빈야드 피노 누아","Giant Steps, Sexton Vineyard Pinot Noir",체리
"자이언트 스텝스, 섹스톤 빈야드 피노 누아","Giant Steps, Sexton Vineyard Pinot Noir",꽃
"자이언트 스텝스, 섹스톤 빈야드 피노 누아","Giant Steps, Sexton Vineyard Pinot Noir",허브
"자이언트 스텝스, 섹스톤 빈야드 피노 누아","Giant Steps, Sexton Vineyard Pinot Noir",정향
"자이언트 스텝스, 섹스톤 빈야드 피노 누아","Giant Steps, Sexton Vineyard Pinot Noir",라스베리
"자이언트 스텝스, 섹스톤 빈야드 피노 누아","Giant Steps, Sexton Vineyard Pinot Noir",레드커런트
"자이언트 스텝스, 섹스톤 빈야드 피노 누아","Giant Steps, Sexton Vineyard Pinot Noir",붉은꽃
"지라드, 까베르네 소비뇽","Girard, Cabernet Sauvignon",가죽
"지라드, 까베르네 소비뇽","Girard, Cabernet Sauvignon",허브
"지울리오 페라리, 리세르바","Giulio Ferrari, Riserva del Fondatore",꿀
"지울리오 페라리, 리세르바","Giulio Ferrari, Riserva del Fondatore",파인애플
"쥬세페 코르테제, 바르바레스코","Giuseppe Cortese, Barbaresco",흙
"쥬세페 코르테제, 바르바레스코","Giuseppe Cortese, Barbaresco",꽃
"쥬세페 코르테제, 바르바레스코","Giuseppe Cortese, Barbaresco",딸기
"쥬세페 코르테제, 바르바레스코 라바야","Giuseppe Cortese, Barbaresco Rabaja",체리
"쥬세페 코르테제, 바르바레스코 라바야","Giuseppe Cortese, Barbaresco Rabaja",배
"쥬세페 코르테제, 바르바레스코 라바야","Giuseppe Cortese, Barbaresco Rabaja",리치
"쥬세페 코르테제, 바르바레스코 라바야","Giuseppe Cortese, Barbaresco Rabaja",감초
"쥬세페 코르테제, 바르바레스코 라바야","Giuseppe Cortese, Barbaresco Rabaja",가죽
고 투 어 '일라운',Go To a 'Iraun',사과
고 투 어 '일라운',Go To a 'Iraun',바닐라
고 투 어 '일라운',Go To a 'Iraun',라임
"그랜드 나파, 마스터 레드","Grand Napa, Master Red",자두
"그랜드 나파, 마스터 레드","Grand Napa, Master Red",꽃
"그랜드 나파, 마스터 레드","Grand Napa, Master Red",타바코
"그랜드 나파, 마스터 레드","Grand Napa, Master Red",레드커런트
"그랜드 나파, 마스터 레드","Grand Napa, Master Red",오크
"그랜드 나파, 마스터 레드","Grand Napa, Master Red",바닐라
"그랜드 나파, 마스터 레드","Grand Napa, Master Red",블랙체리
"그랜드 나파, 마스터 레드","Grand Napa, Master Red",블랙커런트
"그랜드 나파, 마스터 레드","Grand Napa, Master Red",초콜릿
"그랜드 나파, 오크빌 카베르네 소비뇽","Grand Napa, Oakville Cabernet Sauvignon",오크
"그랜드 나파, 오크빌 카베르네 소비뇽","Grand Napa, Oakville Cabernet Sauvignon",꽃
"그랜드 나파, 오크빌 카베르네 소비뇽","Grand Napa, Oakville Cabernet Sauvignon",바닐라
"그랜드 나파, 오크빌 카베르네 소비뇽","Grand Napa, Oakville Cabernet Sauvignon",초콜릿
"그랜드 나파, 오크빌 카베르네 소비뇽","Grand Napa, Oakville Cabernet Sauvignon",블랙커런트
"그랜드 나파, 오크빌 카베르네 소비뇽","Grand Napa, Oakville Cabernet Sauvignon",블랙베리
"그랜드 나파, 오크빌 카베르네 소비뇽","Grand Napa, Oakville Cabernet Sauvignon",삼나무
"그랜드 나파, 오크빌 카베르네 소비뇽","Grand Napa, Oakville Cabernet Sauvignon",라벤더
"그랜드 나파, 오크빌 카베르네 소비뇽","Grand Napa, Oakville Cabernet Sauvignon",블루베리
"그랜드 나파, 오크빌 카베르네 소비뇽","Grand Napa, Oakville Cabernet Sauvignon",후추
"그라티엔 & 메이어, 끌레망 드 루아르 브뤼","Gratien & Meyer, Cremant de Loire Brut",라임
"그라티엔 & 메이어, 끌레망 드 루아르 브뤼","Gratien & Meyer, Cremant de Loire Brut",아몬드
"그라티엔 & 메이어, 끌레망 드 루아르 브뤼","Gratien & Meyer, Cremant de Loire Brut",꿀
"그로브 밀, 소비뇽 블랑","Grove Mill, Sauvignon Blanc",배
"하멜 패밀리 와인스, 이스무스","Hamel Family Wines, Isthmus",블루베리
"하멜 패밀리 와인스, 이스무스","Hamel Family Wines, Isthmus",오크
"하멜 패밀리 와인스, 이스무스","Hamel Family Wines, Isthmus",다크초콜릿
"하멜 패밀리 와인스, 이스무스","Hamel Family Wines, Isthmus",초콜릿
"하멜 패밀리 와인스, 이스무스","Hamel Family Wines, Isthmus",블랙커런트
"하멜 패밀리 와인스, 이스무스","Hamel Family Wines, Isthmus",블랙체리
"하멜 패밀리 와인스, 이스무스","Hamel Family Wines, Isthmus",삼나무
"하멜 패밀리 와인스, 이스무스","Hamel Family Wines, Isthmus",자두
"하멜 패밀리 와인스, 이스무스","Hamel Family Wines, Isthmus",블랙베리
"하멜 패밀리 와인스, 이스무스","Hamel Family Wines, Isthmus",미네랄
"하멜 패밀리 와인스, 이스무스","Hamel Family Wines, Isthmus",바닐라
"하멜 패밀리 와인스, 이스무스","Hamel Family Wines, Isthmus",제비꽃
"하이츠 셀라, Lot C-91 카베르네 소비뇽","Heitz Cellar, Lot C-91 Cabernet Sauvignon",미네랄
